prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-02-12,6,2022,1.0,19954,1490,3793.74,54,8,10.27,283.29,1.52,2988,16,568.09,3.04,212.86,40.47,1.10,0.21
New Brunswick,Nouveau-Brunswick,2022-02-12,6,2022,1.0,32610,2008,4015.71,286,28,35.22,247.27,3.45,4168,58,513.26,7.14,286.86,35.32,4.00,0.49
Nova Scotia,Nouvelle-Écosse,2022-02-12,6,2022,1.0,42230,2237,4141.31,172,15,16.87,219.37,1.47,5031,30,493.37,2.94,319.51,31.33,2.14,0.21
Prince Edward Island,Île-du-Prince-Édouard,2022-02-12,6,2022,1.0,10105,1263,5920.16,14,1,8.2,739.95,0.59,2643,3,1548.44,1.76,180.43,105.71,0.20,0.12
Yukon,Yukon,2022-02-12,6,2022,1.0,3314,112,7568.11,20,1,45.67,255.77,2.28,238,4,543.52,9.13,16.00,36.54,0.19,0.43
Northwest Territories,Territoires du Nord-Ouest,2022-02-12,6,2022,1.0,7440,875,16314.0,17,1,37.28,1918.65,2.19,1834,2,4021.49,4.39,124.94,273.96,0.08,0.18
Nunavut,Nunavut,2022-02-12,6,2022,1.0,2155,226,5317.57,5,0,12.34,557.67,0.00,498,0,1228.84,0,32.27,79.62,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2022-02-12,6,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-02-12,6,2022,,3214946,66365,8258.29,34981,757,89.86,170.47,1.94,153108,1691,393.29,4.34,9480.71,24.35,108.14,0.28
British Columbia,Colombie-Britannique,2022-02-19,7,2022,1.0,344262,4526,6471.91,2786,39,52.38,85.09,0.73,12298,111,231.19,2.09,646.57,12.16,5.57,0.10
Alberta,Alberta,2022-02-19,7,2022,1.0,520200,5510,11450.3,3854,74,84.83,121.28,1.63,14794,170,325.64,3.74,787.14,17.33,10.57,0.23
Saskatchewan,Saskatchewan,2022-02-19,7,2022,1.0,127162,1406,10642.93,1093,37,91.48,117.68,3.10,4637,87,388.1,7.28,200.86,16.81,5.29,0.44
Manitoba,Manitoba,2022-02-19,7,2022,1.0,128486,2642,9117.51,1649,30,117.01,187.48,2.13,5854,64,415.41,4.54,377.43,26.78,4.29,0.30
Ontario,Ontario,2022-02-19,7,2022,1.0,1105379,13514,7315.83,12088,165,80.0,89.44,1.09,31270,386,206.96,2.55,1930.57,12.78,23.57,0.16
Quebec,Québec,2022-02-19,7,2022,1.0,910976,11742,10476.22,13444,156,154.61,135.03,1.79,28641,386,329.37,4.44,1677.43,19.29,22.29,0.26
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-02-19,7,2022,1.0,21613,1659,4109.15,62,7,11.79,315.42,1.33,3149,15,598.7,2.85,237.00,45.06,1.06,0.20
New Brunswick,Nouveau-Brunswick,2022-02-19,7,2022,1.0,34222,1612,4214.22,298,12,36.7,198.51,1.48,3620,40,445.78,4.93,230.29,28.36,1.71,0.21
Nova Scotia,Nouvelle-Écosse,2022-02-19,7,2022,1.0,43833,1603,4298.51,185,13,18.14,157.20,1.27,3840,28,376.57,2.75,229.00,22.46,1.84,0.18
Prince Edward Island,Île-du-Prince-Édouard,2022-02-19,7,2022,1.0,11484,1379,6728.07,15,1,8.79,807.91,0.59,2642,2,1547.85,1.17,196.94,115.38,0.14,0.08
Yukon,Yukon,2022-02-19,7,2022,1.0,3369,55,7693.71,20,0,45.67,125.60,0.00,167,1,381.37,2.28,7.81,17.83,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2022-02-19,7,2022,1.0,8124,683,17813.84,18,1,39.47,1497.64,2.19,1558,2,3416.29,4.39,97.63,214.08,0.10,0.22
Nunavut,Nunavut,2022-02-19,7,2022,1.0,2414,259,5956.67,5,0,12.34,639.10,0.00,485,0,1196.76,0,36.98,91.25,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2022-02-19,7,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-02-19,7,2022,,3261537,46590,8377.97,35517,535,91.23,119.68,1.37,112955,1292,290.15,3.32,6655.71,17.10,76.43,0.20
British Columbia,Colombie-Britannique,2022-02-26,8,2022,1.0,347729,3467,6537.09,2851,65,53.6,65.18,1.22,7993,104,150.26,1.96,495.29,9.31,9.29,0.17
Alberta,Alberta,2022-02-26,8,2022,1.0,524329,4129,11541.19,3916,62,86.2,90.88,1.36,9639,136,212.17,2.99,589.86,12.98,8.86,0.19
Saskatchewan,Saskatchewan,2022-02-26,8,2022,1.0,128263,1101,10735.08,1137,44,95.16,92.15,3.68,2507,81,209.83,6.78,157.29,13.16,6.29,0.53
Manitoba,Manitoba,2022-02-26,8,2022,1.0,130277,1791,9244.6,1675,26,118.86,127.09,1.84,4433,56,314.57,3.97,255.86,18.16,3.71,0.26
Ontario,Ontario,2022-02-26,8,2022,1.0,1117737,12358,7397.62,12207,119,80.79,81.79,0.79,25872,284,171.23,1.88,1765.43,11.68,17.00,0.11
Quebec,Québec,2022-02-26,8,2022,1.0,920173,9197,10581.98,13550,106,155.82,105.77,1.22,20939,262,240.8,3.01,1313.86,15.11,15.14,0.17
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-02-26,8,2022,1.0,23443,1830,4457.08,65,3,12.36,347.93,0.57,3489,10,663.34,1.9,261.43,49.70,0.45,0.09
New Brunswick,Nouveau-Brunswick,2022-02-26,8,2022,1.0,36417,2195,4484.52,301,3,37.07,270.30,0.37,3807,15,468.81,1.85,313.57,38.61,0.43,0.05
Nova Scotia,Nouvelle-Écosse,2022-02-26,8,2022,1.0,45351,1518,4447.38,192,7,18.83,148.86,0.69,3121,20,306.06,1.96,216.84,21.26,1.00,0.10
Prince Edward Island,Île-du-Prince-Édouard,2022-02-26,8,2022,1.0,13361,1878,7827.73,16,1,9.37,1100.25,0.59,3257,2,1908.16,1.17,268.22,157.14,0.14,0.08
Yukon,Yukon,2022-02-26,8,2022,1.0,3438,69,7851.29,21,1,47.96,157.57,2.28,124,1,283.18,2.28,9.90,22.62,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2022-02-26,8,2022,1.0,8656,532,18980.37,19,1,41.66,1166.54,2.19,1215,2,2664.18,4.39,75.98,166.60,0.14,0.31
Nunavut,Nunavut,2022-02-26,8,2022,1.0,2690,277,6637.71,5,0,12.34,683.51,0.00,536,0,1322.61,0,39.51,97.49,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2022-02-26,8,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-02-26,8,2022,,3301877,40342,8481.6,35955,438,92.36,103.63,1.13,86932,973,223.3,2.5,5763.14,14.80,62.57,0.16
British Columbia,Colombie-Britannique,2022-03-05,9,2022,1.0,350329,2600,6585.97,2903,52,54.57,48.88,0.98,6067,117,114.06,2.2,371.43,6.98,7.43,0.14
Alberta,Alberta,2022-03-05,9,2022,1.0,527723,3394,11615.89,3970,54,87.39,74.71,1.19,7523,116,165.59,2.55,484.86,10.67,7.71,0.17
Saskatchewan,Saskatchewan,2022-03-05,9,2022,1.0,129251,988,10817.77,1151,14,96.33,82.69,1.17,2089,58,174.84,4.85,141.14,11.81,2.00,0.17
Manitoba,Manitoba,2022-03-05,9,2022,1.0,131526,1249,9333.23,1690,15,119.92,88.63,1.06,3040,41,215.72,2.91,178.43,12.66,2.14,0.15
Ontario,Ontario,2022-03-05,9,2022,1.0,1129098,11361,7472.81,12294,87,81.37,75.19,0.58,23719,206,156.98,1.36,1623.00,10.74,12.43,0.08
Quebec,Québec,2022-03-05,9,2022,1.0,927785,7612,10669.52,13662,112,157.11,87.54,1.29,16809,218,193.3,2.51,1087.43,12.51,16.00,0.18
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-03-05,9,2022,1.0,26197,2754,4980.68,69,4,13.12,523.60,0.76,4584,7,871.53,1.33,393.43,74.80,0.53,0.10
New Brunswick,Nouveau-Brunswick,2022-03-05,9,2022,1.0,38937,2520,4794.84,309,8,38.05,310.32,0.99,4715,11,580.62,1.35,360.00,44.33,1.14,0.14
Nova Scotia,Nouvelle-Écosse,2022-03-05,9,2022,1.0,46719,1369,4581.53,207,16,20.3,134.25,1.57,2887,23,283.12,2.26,195.51,19.17,2.24,0.22
Prince Edward Island,Île-du-Prince-Édouard,2022-03-05,9,2022,1.0,16604,3243,9727.69,16,0,9.37,1899.96,0.00,5121,1,3000.21,0.59,463.22,271.39,0.06,0.04
Yukon,Yukon,2022-03-05,9,2022,1.0,3495,57,7981.46,22,1,50.24,130.17,2.28,126,2,287.74,4.57,8.10,18.49,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2022-03-05,9,2022,1.0,9107,451,19969.3,19,0,41.66,988.93,0.00,983,1,2155.47,2.19,64.49,141.41,0.04,0.09
Nunavut,Nunavut,2022-03-05,9,2022,1.0,3017,327,7444.6,5,0,12.34,806.89,0.00,604,0,1490.4,0,46.65,115.12,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2022-03-05,9,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-03-05,9,2022,,3339801,37925,8579.01,36317,363,93.29,97.42,0.93,78267,801,201.05,2.06,5417.86,13.92,51.86,0.13
British Columbia,Colombie-Britannique,2022-03-12,10,2022,1.0,352319,1990,6623.38,2932,29,55.12,37.41,0.55,4590,81,86.29,1.52,284.29,5.34,4.14,0.08
Alberta,Alberta,2022-03-12,10,2022,1.0,530967,3244,11687.3,4006,36,88.18,71.40,0.79,6638,90,146.11,1.98,463.43,10.20,5.14,0.11
Saskatchewan,Saskatchewan,2022-03-12,10,2022,1.0,130082,831,10887.32,1179,28,98.68,69.55,2.34,1819,42,152.24,3.52,118.71,9.94,4.00,0.33
Manitoba,Manitoba,2022-03-12,10,2022,1.0,132681,1155,9415.19,1710,20,121.34,81.96,1.42,2404,35,170.59,2.48,165.00,11.71,2.86,0.20
Ontario,Ontario,2022-03-12,10,2022,1.0,1140460,11362,7548.01,12356,62,81.78,75.20,0.41,22723,149,150.39,0.99,1623.14,10.74,8.86,0.06
Quebec,Québec,2022-03-12,10,2022,1.0,935273,7488,10755.63,13750,88,158.12,86.11,1.01,15100,200,173.65,2.3,1069.71,12.30,12.57,0.14
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-03-12,10,2022,1.0,30100,3903,5722.74,76,8,14.45,742.05,1.52,6657,12,1265.66,2.28,557.57,106.01,1.10,0.21
New Brunswick,Nouveau-Brunswick,2022-03-12,10,2022,1.0,42320,3383,5211.43,320,11,39.41,416.59,1.35,5903,19,726.92,2.34,483.29,59.51,1.57,0.19
Nova Scotia,Nouvelle-Écosse,2022-03-12,10,2022,1.0,48076,1357,4714.6,217,9,21.28,133.08,0.88,2726,25,267.33,2.45,193.84,19.01,1.33,0.13
Prince Edward Island,Île-du-Prince-Édouard,2022-03-12,10,2022,1.0,19603,3000,11484.7,16,0,9.37,1757.59,0.00,6243,0,3657.55,0,428.51,251.05,0.00,0.00
Yukon,Yukon,2022-03-12,10,2022,1.0,3562,67,8134.46,23,1,52.52,153.01,2.28,124,2,283.18,4.57,9.57,21.86,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2022-03-12,10,2022,1.0,9487,380,20802.54,20,1,43.85,833.24,2.19,831,1,1822.17,2.19,54.35,119.17,0.10,0.22
Nunavut,Nunavut,2022-03-12,10,2022,1.0,3262,245,8049.15,5,0,12.34,604.55,0.00,572,0,1411.44,0,35.00,86.36,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2022-03-12,10,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-03-12,10,2022,,3378205,38405,8677.66,36610,293,94.04,98.65,0.75,76330,656,196.07,1.69,5486.43,14.09,41.86,0.11
British Columbia,Colombie-Britannique,2022-03-19,11,2022,1.0,353778,1459,6650.81,2966,34,55.76,27.43,0.64,3449,63,64.84,1.18,208.43,3.92,4.86,0.09
Alberta,Alberta,2022-03-19,11,2022,1.0,534675,3708,11768.92,4036,30,88.84,81.62,0.66,6952,66,153.02,1.45,529.71,11.66,4.29,0.09
Saskatchewan,Saskatchewan,2022-03-19,11,2022,1.0,130977,895,10962.23,1211,32,101.36,74.91,2.68,1726,60,144.46,5.02,127.86,10.70,4.57,0.38
Manitoba,Manitoba,2022-03-19,11,2022,1.0,133928,1247,9503.68,1726,16,122.48,88.49,1.14,2402,36,170.45,2.55,178.14,12.64,2.29,0.16
Ontario,Ontario,2022-03-19,11,2022,1.0,1151789,11329,7622.99,12416,60,82.17,74.98,0.40,22691,122,150.18,0.81,1618.43,10.71,8.57,0.06
Quebec,Québec,2022-03-19,11,2022,1.0,943731,8458,10852.9,13825,75,158.99,97.27,0.86,15946,163,183.38,1.87,1208.29,13.90,10.71,0.12
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-03-19,11,2022,1.0,33834,3734,6432.66,86,10,16.35,709.92,1.90,7637,18,1451.98,3.42,533.43,101.42,1.43,0.27
New Brunswick,Nouveau-Brunswick,2022-03-19,11,2022,1.0,45101,2781,5553.89,336,16,41.38,342.46,1.97,6164,27,759.06,3.32,397.29,48.92,2.29,0.28
Nova Scotia,Nouvelle-Écosse,2022-03-19,11,2022,1.0,50534,2458,4955.65,228,11,22.36,241.05,1.08,3815,20,374.12,1.96,351.10,34.43,1.63,0.16
Prince Edward Island,Île-du-Prince-Édouard,2022-03-19,11,2022,1.0,22151,2548,12977.48,16,0,9.37,1492.78,0.00,5548,0,3250.37,0,364.00,213.25,0.00,0.00
Yukon,Yukon,2022-03-19,11,2022,1.0,3640,78,8312.59,23,0,52.52,178.13,0.00,145,1,331.13,2.28,11.19,25.56,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2022-03-19,11,2022,1.0,9841,354,21578.77,21,1,46.05,776.23,2.19,734,2,1609.47,4.39,50.57,110.89,0.14,0.31
Nunavut,Nunavut,2022-03-19,11,2022,1.0,3370,108,8315.65,5,0,12.34,266.50,0.00,353,0,871.05,0,15.49,38.22,0.00,0.00
Repatriated travellers,Voyageurs rapatriés,2022-03-19,11,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-03-19,11,2022,,3417362,39157,8778.24,36895,285,94.77,100.58,0.73,77562,578,199.24,1.48,5593.86,14.37,40.71,0.10
British Columbia,Colombie-Britannique,2022-03-26,12,2022,1.0,355299,1521,6679.4,2983,17,56.08,28.59,0.32,2980,51,56.02,0.96,217.29,4.08,2.43,0.05
Alberta,Alberta,2022-03-26,12,2022,1.0,539053,4378,11865.28,4066,30,89.5,96.37,0.66,8086,60,177.98,1.32,625.43,13.77,4.29,0.09
Saskatchewan,Saskatchewan,2022-03-26,12,2022,1.0,132172,1195,11062.24,1232,21,103.11,100.02,1.76,2090,53,174.92,4.44,170.71,14.29,3.00,0.25
Manitoba,Manitoba,2022-03-26,12,2022,1.0,135214,1286,9594.93,1744,18,123.76,91.26,1.28,2533,34,179.74,2.41,183.71,13.04,2.57,0.18
Ontario,Ontario,2022-03-26,12,2022,1.0,1166150,14361,7718.03,12470,54,82.53,95.05,0.36,25690,114,170.03,0.75,2051.57,13.58,7.71,0.05
Quebec,Québec,2022-03-26,12,2022,1.0,957151,13420,11007.23,13894,69,159.78,154.33,0.79,21878,144,251.6,1.66,1917.14,22.05,9.86,0.11
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-03-26,12,2022,1.0,36624,2790,6963.11,100,13,19.01,530.45,2.47,6524,23,1240.37,4.37,398.57,75.78,1.92,0.36
New Brunswick,Nouveau-Brunswick,2022-03-26,12,2022,1.0,48197,3096,5935.15,349,13,42.98,381.25,1.60,5877,29,723.71,3.57,442.29,54.46,1.86,0.23
Nova Scotia,Nouvelle-Écosse,2022-03-26,12,2022,1.0,53825,3292,5278.38,241,13,23.63,322.83,1.27,5750,24,563.88,2.35,470.22,46.11,1.90,0.19
Prince Edward Island,Île-du-Prince-Édouard,2022-03-26,12,2022,1.0,24747,2596,14498.38,17,1,9.96,1520.90,0.59,5144,1,3013.69,0.59,370.84,217.26,0.16,0.10
Yukon,Yukon,2022-03-26,12,2022,1.0,3737,97,8534.11,24,1,54.81,221.52,2.28,175,1,399.64,2.28,13.86,31.65,0.14,0.33
Northwest Territories,Territoires du Nord-Ouest,2022-03-26,12,2022,1.0,10374,533,22747.51,21,0,46.05,1168.73,0.00,887,1,1944.96,2.19,76.10,166.87,0.04,0.09
Nunavut,Nunavut,2022-03-26,12,2022,1.0,3441,71,8490.85,6,1,14.81,175.20,2.47,179,1,441.69,2.47,10.10,24.93,0.08,0.20
Repatriated travellers,Voyageurs rapatriés,2022-03-26,12,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-03-26,12,2022,,3465997,48636,8903.17,37147,251,95.42,124.93,0.64,87793,536,225.52,1.38,6948.00,17.85,35.86,0.09
British Columbia,Colombie-Britannique,2022-04-02,13,2022,1.0,357242,1943,6715.93,3004,21,56.47,36.53,0.39,3464,38,65.12,0.71,277.57,5.22,3.00,0.06
Alberta,Alberta,2022-04-02,13,2022,1.0,544254,5201,11979.76,4098,32,90.2,114.48,0.70,9579,62,210.85,1.36,743.00,16.35,4.57,0.10
Saskatchewan,Saskatchewan,2022-04-02,13,2022,1.0,133204,1032,11148.62,1255,23,105.04,86.37,1.93,2227,44,186.39,3.68,147.43,12.34,3.29,0.28
Manitoba,Manitoba,2022-04-02,13,2022,1.0,136573,1359,9691.37,1751,7,124.25,96.44,0.50,2645,25,187.69,1.77,194.14,13.78,1.00,0.07
Ontario,Ontario,2022-04-02,13,2022,1.0,1184215,18065,7837.6,12527,57,82.91,119.56,0.38,32426,111,214.61,0.73,2580.71,17.08,8.14,0.05
Quebec,Québec,2022-04-02,13,2022,1.0,977010,19859,11235.61,13969,75,160.64,228.38,0.86,33279,144,382.71,1.66,2837.00,32.63,10.71,0.12
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-04-02,13,2022,1.0,39312,2688,7474.16,115,15,21.86,511.05,2.85,5478,28,1041.5,5.32,384.00,73.01,2.20,0.42
New Brunswick,Nouveau-Brunswick,2022-04-02,13,2022,1.0,51854,3657,6385.48,358,9,44.09,450.34,1.11,6753,22,831.59,2.71,522.43,64.33,1.29,0.16
Nova Scotia,Nouvelle-Écosse,2022-04-02,13,2022,1.0,58398,4572,5726.84,252,11,24.71,448.36,1.08,7864,24,771.19,2.35,653.18,64.05,1.55,0.15
Prince Edward Island,Île-du-Prince-Édouard,2022-04-02,13,2022,1.0,27271,2524,15977.1,19,1,11.13,1478.72,0.59,5120,2,2999.63,1.17,360.53,211.22,0.20,0.12
Yukon,Yukon,2022-04-02,13,2022,1.0,3855,117,8803.58,24,0,54.81,267.19,0.00,214,1,488.71,2.28,16.76,38.28,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2022-04-02,13,2022,1.0,10873,499,23841.68,21,0,46.05,1094.18,0.00,1032,0,2262.91,0,71.33,156.40,0.00,0.00
Nunavut,Nunavut,2022-04-02,13,2022,1.0,3506,65,8651.24,7,1,17.27,160.39,2.47,136,2,335.59,4.94,9.22,22.76,0.14,0.35
Repatriated travellers,Voyageurs rapatriés,2022-04-02,13,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-04-02,13,2022,,3527580,61581,9061.36,37400,252,96.07,158.18,0.65,110217,503,283.12,1.29,8797.29,22.60,36.00,0.09
British Columbia,Colombie-Britannique,2022-04-09,14,2022,1.0,359002,1760,6749.02,3036,32,57.07,33.09,0.60,3703,53,69.61,1,251.43,4.73,4.57,0.09
Alberta,Alberta,2022-04-09,14,2022,1.0,550313,6059,12113.13,4137,39,91.06,133.37,0.86,11260,71,247.85,1.56,865.57,19.05,5.57,0.12
Saskatchewan,Saskatchewan,2022-04-09,14,2022,1.0,134252,1048,11236.33,1275,20,106.71,87.71,1.67,2080,43,174.09,3.6,149.71,12.53,2.86,0.24
Manitoba,Manitoba,2022-04-09,14,2022,1.0,138271,1698,9811.86,1759,8,124.82,120.49,0.57,3057,15,216.93,1.06,242.57,17.21,1.14,0.08
Ontario,Ontario,2022-04-09,14,2022,1.0,1206775,22560,7986.91,12586,59,83.3,149.31,0.39,40625,116,268.87,0.77,3222.86,21.33,8.43,0.06
Quebec,Québec,2022-04-09,14,2022,1.0,999275,22265,11491.65,14096,127,162.1,256.05,1.46,42124,202,484.43,2.32,3180.71,36.58,18.14,0.21
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-04-09,14,2022,1.0,41255,1943,7843.57,128,13,24.34,369.41,2.47,4631,28,880.47,5.32,277.57,52.77,1.90,0.36
New Brunswick,Nouveau-Brunswick,2022-04-09,14,2022,1.0,55812,3958,6872.88,368,10,45.32,487.40,1.23,7615,19,937.74,2.34,565.43,69.63,1.43,0.18
Nova Scotia,Nouvelle-Écosse,2022-04-09,14,2022,1.0,69899,11501,6854.69,271,19,26.58,1127.85,1.86,16073,30,1576.21,2.94,1643.06,161.13,2.65,0.26
Prince Edward Island,Île-du-Prince-Édouard,2022-04-09,14,2022,1.0,29649,2378,17370.29,20,2,11.72,1393.19,1.17,4902,3,2871.91,1.76,339.67,199.00,0.22,0.13
Yukon,Yukon,2022-04-09,14,2022,1.0,3953,98,9027.38,24,0,54.81,223.80,0.00,215,0,490.99,0,14.05,32.08,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2022-04-09,14,2022,1.0,11098,225,24335.05,21,0,46.05,493.37,0.00,724,0,1587.55,0,32.12,70.44,0.00,0.00
Nunavut,Nunavut,2022-04-09,14,2022,1.0,3531,,8712.93,7,,17.27,,,,,,,,,,
Repatriated travellers,Voyageurs rapatriés,2022-04-09,14,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-04-09,14,2022,,3603098,75493,9255.35,37728,329,96.91,193.92,0.85,137074,581,352.1,1.49,10784.71,27.70,47.00,0.12
British Columbia,Colombie-Britannique,2022-04-16,15,2022,1.0,361034,2032,6787.22,3077,41,57.85,38.20,0.77,3792,73,71.29,1.37,290.29,5.46,5.86,0.11
Alberta,Alberta,2022-04-16,15,2022,1.0,556387,6074,12246.83,4186,49,92.14,133.70,1.08,12133,88,267.06,1.94,867.71,19.10,7.00,0.15
Saskatchewan,Saskatchewan,2022-04-16,15,2022,1.0,135099,847,11307.22,1295,20,108.39,70.89,1.67,1895,40,158.6,3.35,121.00,10.13,2.86,0.24
Manitoba,Manitoba,2022-04-16,15,2022,1.0,139465,1194,9896.59,1774,15,125.88,84.73,1.06,2892,23,205.22,1.63,170.57,12.10,2.14,0.15
Ontario,Ontario,2022-04-16,15,2022,1.0,1229877,23102,8139.81,12692,106,84.0,152.90,0.70,45662,165,302.21,1.09,3300.29,21.84,15.14,0.10
Quebec,Québec,2022-04-16,15,2022,1.0,1018811,19536,11716.32,14258,162,163.97,224.66,1.86,41801,289,480.71,3.32,2790.86,32.09,23.14,0.27
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-04-16,15,2022,1.0,42576,1321,8094.73,143,15,27.19,251.15,2.85,3264,28,620.57,5.32,188.71,35.88,2.14,0.41
New Brunswick,Nouveau-Brunswick,2022-04-16,15,2022,1.0,58768,2956,7236.89,378,10,46.55,364.01,1.23,6914,20,851.41,2.46,422.29,52.00,1.43,0.18
Nova Scotia,Nouvelle-Écosse,2022-04-16,15,2022,1.0,79289,9390,7775.53,286,16,28.05,920.84,1.57,20891,35,2048.69,3.43,1341.39,131.54,2.22,0.22
Prince Edward Island,Île-du-Prince-Édouard,2022-04-16,15,2022,1.0,31706,2057,18575.41,22,2,12.89,1205.12,1.17,4435,4,2598.31,2.34,293.86,172.16,0.29,0.17
Yukon,Yukon,2022-04-16,15,2022,1.0,4015,62,9168.97,24,0,54.81,141.59,0.00,160,0,365.39,0,8.86,20.23,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2022-04-16,15,2022,1.0,11136,38,24418.38,21,0,46.05,83.32,0.00,263,0,576.69,0,5.39,11.81,0.00,0.00
Nunavut,Nunavut,2022-04-16,15,2022,0.0,3531,,8712.93,7,,17.27,,,,,,,,,,
Repatriated travellers,Voyageurs rapatriés,2022-04-16,15,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-04-16,15,2022,,3671707,68609,9431.59,38163,436,98.03,176.24,1.12,144102,765,370.16,1.97,9801.29,25.18,62.29,0.16
British Columbia,Colombie-Britannique,2022-04-23,16,2022,1.0,363302,2268,6829.85,3147,70,59.16,42.64,1.32,4300,111,80.84,2.09,324.00,6.09,10.00,0.19
Alberta,Alberta,2022-04-23,16,2022,1.0,563032,6645,12393.09,4248,62,93.5,146.27,1.36,12719,111,279.96,2.44,949.29,20.90,8.86,0.19
Saskatchewan,Saskatchewan,2022-04-23,16,2022,1.0,135926,827,11376.44,1310,15,109.64,69.22,1.26,1674,35,140.11,2.93,118.14,9.89,2.14,0.18
Manitoba,Manitoba,2022-04-23,16,2022,1.0,140931,1466,10000.62,1792,18,127.16,104.03,1.28,2660,33,188.76,2.34,209.43,14.86,2.57,0.18
Ontario,Ontario,2022-04-23,16,2022,1.0,1251827,21950,8285.08,12792,100,84.66,145.27,0.66,45052,206,298.17,1.36,3135.71,20.75,14.29,0.09
Quebec,Québec,2022-04-23,16,2022,1.0,1034269,15458,11894.08,14428,170,165.92,177.77,1.95,34994,332,402.43,3.82,2208.29,25.40,24.29,0.28
Newfoundland and Labrador,Terre-Neuve-et-Labrador,2022-04-23,16,2022,1.0,43538,962,8277.63,156,13,29.66,182.90,2.47,2283,28,434.05,5.32,137.43,26.13,1.84,0.35
New Brunswick,Nouveau-Brunswick,2022-04-23,16,2022,1.0,60756,1988,7481.7,384,6,47.29,244.81,0.74,4944,16,608.82,1.97,284.00,34.97,0.86,0.11
Nova Scotia,Nouvelle-Écosse,2022-04-23,16,2022,1.0,85123,5834,8347.64,307,21,30.11,572.12,2.06,15224,37,1492.95,3.63,833.49,81.74,2.98,0.29
Prince Edward Island,Île-du-Prince-Édouard,2022-04-23,16,2022,1.0,33525,1819,19641.1,24,2,14.06,1065.69,1.17,3876,4,2270.81,2.34,259.92,152.28,0.29,0.17
Yukon,Yukon,2022-04-23,16,2022,1.0,4125,110,9420.17,24,0,54.81,251.20,0.00,172,0,392.79,0,15.67,35.78,0.00,0.00
Northwest Territories,Territoires du Nord-Ouest,2022-04-23,16,2022,1.0,11243,107,24653.0,22,1,48.24,234.62,2.19,145,1,317.95,2.19,15.31,33.56,0.10,0.22
Nunavut,Nunavut,2022-04-23,16,2022,0.0,3531,,8712.93,7,,17.27,,,,,,,,,,
Repatriated travellers,Voyageurs rapatriés,2022-04-23,16,2022,,13,0,,0,0,,,,0,0,,,0.00,,0.00,
Canada,Canada,2022-04-23,16,2022,,3731141,59434,9584.25,38641,478,99.26,152.67,1.23,128043,914,328.91,2.35,8490.57,21.81,68.29,0.18
British Columbia,Colombie-Britannique,2022-04-30,17,2022,1.0,365577,2275,6872.62,3226,79,60.65,42.77,1.49,4543,149,85.41,2.8,325.00,6.11,11.29,0.21
Alberta,Alberta,2022-04-30,17,2022,1.0,568829,5797,12520.69,4311,63,94.89,127.60,1.39,12442,125,273.87,2.75,828.14,18.23,9.00,0.20
